vendor,owner,renewal_date,notice_deadline,annual_spend_usd,purchased_seats,active_30d_seats,utilization_pct,overlap_candidate,renewal_urgency_0_3,spend_exposure_0_3,utilization_gap_0_3,overlap_0_2,exit_complexity_0_2,priority_score_0_13,decision,decision_evidence,next_action,decision_owner,review_by
,,,,,,,,,,,,,,,,,,,
